gene_id contig start end strand n_transcripts total_exons_length first_transcript other_transcripts
XLOC_009220 scaffold_1578 162756 182328 + 1 2045 TCONS_00017268 NA
XLOC_009221 scaffold_1578 7400 10166 - 15 2767 TCONS_00017269 TCONS_00017270;TCONS_00017271;TCONS_00017272;TCONS_00017274;TCONS_00017273;TCONS_00017275;TCONS_00017276;TCONS_00017277;TCONS_00017278;TCONS_00017279;TCONS_00017281;TCONS_00017280;TCONS_00017282;TCONS_00017283
XLOC_009222 scaffold_1578 10253 12105 - 2 832 TCONS_00017284 TCONS_00017285
XLOC_009223 scaffold_1578 15965 20701 - 3 1961 TCONS_00017286 TCONS_00017287;TCONS_00017288
XLOC_009224 scaffold_1578 21683 35882 - 4 8882 TCONS_00017289 TCONS_00017290;TCONS_00017291;TCONS_00017292
XLOC_009225 scaffold_1578 43182 62514 - 9 6031 TCONS_00017293 TCONS_00017294;TCONS_00017295;TCONS_00017296;TCONS_00017297;TCONS_00017298;TCONS_00017299;TCONS_00017300;TCONS_00017301
XLOC_009226 scaffold_1578 64164 71522 - 8 4205 TCONS_00017302 TCONS_00017304;TCONS_00017303;TCONS_00017307;TCONS_00017308;TCONS_00017306;TCONS_00017305;TCONS_00017309
XLOC_009227 scaffold_1578 77740 81242 - 1 817 TCONS_00017310 NA
XLOC_009228 scaffold_1578 117863 121685 - 2 3107 TCONS_00017311 TCONS_00017312
XLOC_009229 scaffold_1578 37291 39664 . 1 2374 TCONS_00017313 NA
XLOC_009230 scaffold_1578 93618 93880 . 1 263 TCONS_00017314 NA
XLOC_009231 scaffold_1578 104207 106253 . 1 2047 TCONS_00017315 NA
XLOC_009232 scaffold_1579 6617 24100 + 4 2576 TCONS_00017316 TCONS_00017317;TCONS_00017318;TCONS_00017319
XLOC_009233 scaffold_1579 1 4816 - 1 1312 TCONS_00017320 NA
XLOC_009234 scaffold_158 2162 20649 - 7 3754 TCONS_00017322 TCONS_00017321;TCONS_00017323;TCONS_00017324;TCONS_00017325;TCONS_00017326;TCONS_00017327
XLOC_009235 scaffold_158 3141 4424 - 1 1221 TCONS_00017328 NA
XLOC_009236 scaffold_1580 72 7128 + 6 2814 TCONS_00017329 TCONS_00017331;TCONS_00017330;TCONS_00017332;TCONS_00017333;TCONS_00017334
XLOC_009237 scaffold_1580 17649 24455 + 1 2557 TCONS_00017335 NA
XLOC_009238 scaffold_1580 7895 10926 - 2 2010 TCONS_00017336 TCONS_00017337
XLOC_009239 scaffold_1580 28403 39460 - 4 4833 TCONS_00017338 TCONS_00017339;TCONS_00017340;TCONS_00017341
XLOC_009240 scaffold_1580 12114 13539 . 1 1426 TCONS_00017342 NA
XLOC_009241 scaffold_1580 25209 26536 . 1 1328 TCONS_00017343 NA
XLOC_009242 scaffold_1581 56 34059 - 8 7306 TCONS_00017344 TCONS_00017346;TCONS_00017345;TCONS_00017347;TCONS_00017348;TCONS_00017349;TCONS_00017350;TCONS_00017351
XLOC_009243 scaffold_1581 7594 8434 . 1 841 TCONS_00017352 NA
XLOC_009244 scaffold_1581 9503 10110 . 1 608 TCONS_00017353 NA
XLOC_009245 scaffold_1582 5826 17258 + 5 6658 TCONS_00017355 TCONS_00017354;TCONS_00017356;TCONS_00017357;TCONS_00017358
XLOC_009246 scaffold_1582 370 5102 - 6 2604 TCONS_00017359 TCONS_00017360;TCONS_00017361;TCONS_00017364;TCONS_00017363;TCONS_00017362
XLOC_009247 scaffold_1582 16087 18456 - 1 1367 TCONS_00017365 NA
XLOC_009248 scaffold_1582 19705 20765 - 1 594 TCONS_00017366 NA
XLOC_009249 scaffold_1582 25670 26451 - 1 701 TCONS_00017367 NA
XLOC_009250 scaffold_1582 27963 29430 . 1 1468 TCONS_00017368 NA
XLOC_009251 scaffold_1583 5115 18521 + 1 703 TCONS_00017369 NA
XLOC_009252 scaffold_1584 104 22224 - 3 6998 TCONS_00017370 TCONS_00017372;TCONS_00017371
XLOC_009253 scaffold_1585 1208 7264 + 2 2072 TCONS_00017374 TCONS_00017373
XLOC_009254 scaffold_1586 1099 8469 + 1 3771 TCONS_00017375 NA
XLOC_009255 scaffold_1586 12097 19041 + 1 3459 TCONS_00017376 NA
XLOC_009256 scaffold_1586 5910 12053 - 1 3215 TCONS_00017377 NA
XLOC_009257 scaffold_1586 23 407 . 1 385 TCONS_00017378 NA
XLOC_009258 scaffold_1587 2907 37247 + 22 2204 TCONS_00017379 TCONS_00017380;TCONS_00017381;TCONS_00017382;TCONS_00017383;TCONS_00017384;TCONS_00017385;TCONS_00017386;TCONS_00017387;TCONS_00017388;TCONS_00017389;TCONS_00017390;TCONS_00017391;TCONS_00017392;TCONS_00017393;TCONS_00017394;TCONS_00017395;TCONS_00017396;TCONS_00017397;TCONS_00017398;TCONS_00017399;TCONS_00017400
XLOC_009259 scaffold_1587 41365 54132 + 6 3938 TCONS_00017401 TCONS_00017402;TCONS_00017404;TCONS_00017403;TCONS_00017405;TCONS_00017406
XLOC_009260 scaffold_1587 36660 39199 - 2 1021 TCONS_00017407 TCONS_00017408
XLOC_009261 scaffold_1587 18600 19200 . 1 601 TCONS_00017409 NA
XLOC_009262 scaffold_1588 7365 10577 + 2 913 TCONS_00017410 TCONS_00017411
XLOC_009263 scaffold_159 125 4325 + 1 1691 TCONS_00017412 NA
XLOC_009264 scaffold_159 87571 88630 + 1 947 TCONS_00017413 NA
XLOC_009265 scaffold_159 108693 113161 + 4 2541 TCONS_00017414 TCONS_00017417;TCONS_00017416;TCONS_00017415
XLOC_009266 scaffold_159 115550 125839 + 2 3527 TCONS_00017418 TCONS_00017419
XLOC_009267 scaffold_159 127762 143554 + 6 9256 TCONS_00017421 TCONS_00017420;TCONS_00017422;TCONS_00017423;TCONS_00017424;TCONS_00017425
XLOC_009268 scaffold_159 146761 152793 + 2 5311 TCONS_00017426 TCONS_00017427
XLOC_009269 scaffold_159 154572 159941 + 3 4308 TCONS_00017428 TCONS_00017430;TCONS_00017429
XLOC_009270 scaffold_159 178701 191602 + 3 9922 TCONS_00017432 TCONS_00017431;TCONS_00017433
XLOC_009271 scaffold_159 193511 199185 + 2 4235 TCONS_00017434 TCONS_00017435
XLOC_009272 scaffold_159 203687 214774 + 2 8672 TCONS_00017437 TCONS_00017436
XLOC_009273 scaffold_159 218631 242570 + 5 16567 TCONS_00017438 TCONS_00017439;TCONS_00017441;TCONS_00017440;TCONS_00017442
XLOC_009274 scaffold_159 254495 263890 + 3 7196 TCONS_00017443 TCONS_00017445;TCONS_00017444
XLOC_009275 scaffold_159 265193 268261 + 2 2566 TCONS_00017446 TCONS_00017447
XLOC_009276 scaffold_159 271940 281764 + 3 6575 TCONS_00017448 TCONS_00017450;TCONS_00017449
XLOC_009277 scaffold_159 313473 323277 + 1 8300 TCONS_00017451 NA
XLOC_009278 scaffold_159 342528 345125 + 2 2150 TCONS_00017453 TCONS_00017452
XLOC_009279 scaffold_159 346590 380090 + 16 6965 TCONS_00017455 TCONS_00017454;TCONS_00017457;TCONS_00017456;TCONS_00017459;TCONS_00017458;TCONS_00017460;TCONS_00017461;TCONS_00017463;TCONS_00017462;TCONS_00017464;TCONS_00017465;TCONS_00017468;TCONS_00017467;TCONS_00017466;TCONS_00017469
XLOC_009280 scaffold_159 382522 386573 + 6 2220 TCONS_00017470 TCONS_00017471;TCONS_00017472;TCONS_00017473;TCONS_00017474;TCONS_00017475
XLOC_009281 scaffold_159 395367 404579 + 2 6064 TCONS_00017476 TCONS_00017477
XLOC_009282 scaffold_159 413937 417341 + 2 2120 TCONS_00017478 TCONS_00017479
XLOC_009283 scaffold_159 8444 20702 - 1 6107 TCONS_00017480 NA
XLOC_009284 scaffold_159 26803 77257 - 19 8152 TCONS_00017481 TCONS_00017484;TCONS_00017483;TCONS_00017482;TCONS_00017485;TCONS_00017486;TCONS_00017490;TCONS_00017491;TCONS_00017493;TCONS_00017492;TCONS_00017489;TCONS_00017488;TCONS_00017487;TCONS_00017495;TCONS_00017494;TCONS_00017496;TCONS_00017497;TCONS_00017498;TCONS_00017499
XLOC_009285 scaffold_159 79308 86696 - 3 2857 TCONS_00017502 TCONS_00017501;TCONS_00017500
XLOC_009286 scaffold_159 98848 108353 - 1 5271 TCONS_00017503 NA
XLOC_009287 scaffold_159 112755 114776 - 3 1767 TCONS_00017504 TCONS_00017505;TCONS_00017506
XLOC_009288 scaffold_159 122228 129487 - 1 5312 TCONS_00017507 NA
XLOC_009289 scaffold_159 143872 154423 - 4 6180 TCONS_00017508 TCONS_00017509;TCONS_00017510;TCONS_00017511
XLOC_009290 scaffold_159 157368 179853 - 14 7365 TCONS_00017512 TCONS_00017513;TCONS_00017514;TCONS_00017515;TCONS_00017516;TCONS_00017518;TCONS_00017517;TCONS_00017519;TCONS_00017521;TCONS_00017520;TCONS_00017522;TCONS_00017523;TCONS_00017524;TCONS_00017525
XLOC_009291 scaffold_159 186236 195245 - 4 7789 TCONS_00017528 TCONS_00017527;TCONS_00017526;TCONS_00017529
XLOC_009292 scaffold_159 198475 201451 - 2 2309 TCONS_00017530 TCONS_00017531
XLOC_009293 scaffold_159 211458 218428 - 2 5046 TCONS_00017533 TCONS_00017532
XLOC_009294 scaffold_159 241853 254121 - 6 8578 TCONS_00017534 TCONS_00017535;TCONS_00017538;TCONS_00017537;TCONS_00017536;TCONS_00017539
XLOC_009295 scaffold_159 260321 265154 - 1 4102 TCONS_00017540 NA
XLOC_009296 scaffold_159 267611 271762 - 4 2994 TCONS_00017541 TCONS_00017542;TCONS_00017544;TCONS_00017543
XLOC_009297 scaffold_159 279979 286225 - 3 4225 TCONS_00017546 TCONS_00017545;TCONS_00017547
XLOC_009298 scaffold_159 291402 295882 - 3 3664 TCONS_00017549 TCONS_00017548;TCONS_00017550
XLOC_009299 scaffold_159 301778 313372 - 3 2042 TCONS_00017551 TCONS_00017552;TCONS_00017553
XLOC_009300 scaffold_159 318121 331682 - 16 9505 TCONS_00017554 TCONS_00017557;TCONS_00017556;TCONS_00017555;TCONS_00017560;TCONS_00017559;TCONS_00017558;TCONS_00017561;TCONS_00017563;TCONS_00017562;TCONS_00017566;TCONS_00017565;TCONS_00017564;TCONS_00017567;TCONS_00017568;TCONS_00017569
XLOC_009301 scaffold_159 332002 332663 - 1 598 TCONS_00017570 NA
XLOC_009302 scaffold_159 332875 346589 - 14 6115 TCONS_00017572 TCONS_00017571;TCONS_00017573;TCONS_00017575;TCONS_00017574;TCONS_00017576;TCONS_00017580;TCONS_00017581;TCONS_00017582;TCONS_00017579;TCONS_00017578;TCONS_00017577;TCONS_00017584;TCONS_00017583
XLOC_009303 scaffold_159 386135 395033 - 4 5132 TCONS_00017585 TCONS_00017586;TCONS_00017587;TCONS_00017588
XLOC_009304 scaffold_159 401621 405514 - 1 3581 TCONS_00017589 NA
XLOC_009305 scaffold_159 406549 414181 - 1 5551 TCONS_00017590 NA
XLOC_009306 scaffold_159 417440 434734 - 2 7193 TCONS_00017591 TCONS_00017592
XLOC_009307 scaffold_159 4554 6127 . 1 1574 TCONS_00017593 NA
XLOC_009308 scaffold_159 6588 8246 . 1 1659 TCONS_00017594 NA
XLOC_009309 scaffold_159 95593 96790 . 1 1198 TCONS_00017595 NA
XLOC_009310 scaffold_159 369743 374998 . 1 5256 TCONS_00017596 NA
XLOC_009311 scaffold_1590 1870 3631 - 2 537 TCONS_00017597 TCONS_00017598
XLOC_009312 scaffold_1591 11481 19456 + 2 2325 TCONS_00017599 TCONS_00017600
XLOC_009313 scaffold_1591 4142 11180 - 2 897 TCONS_00017601 TCONS_00017602
XLOC_009314 scaffold_1592 1206 39918 + 2 5118 TCONS_00017604 TCONS_00017603
XLOC_009315 scaffold_1592 64689 67592 + 1 613 TCONS_00017605 NA
XLOC_009316 scaffold_1592 75751 94387 + 4 15208 TCONS_00017608 TCONS_00017609;TCONS_00017607;TCONS_00017606
XLOC_009317 scaffold_1592 44445 62163 - 2 2913 TCONS_00017610 TCONS_00017611
XLOC_009318 scaffold_1592 71500 79010 - 2 6072 TCONS_00017613 TCONS_00017612
XLOC_009319 scaffold_1592 89614 179832 - 10 9608 TCONS_00017614 TCONS_00017615;TCONS_00017617;TCONS_00017616;TCONS_00017618;TCONS_00017619;TCONS_00017620;TCONS_00017621;TCONS_00017622;TCONS_00017623
XLOC_009320 scaffold_1592 134479 135118 . 1 640 TCONS_00017624 NA
XLOC_009321 scaffold_1592 147559 148037 . 1 479 TCONS_00017625 NA
XLOC_009322 scaffold_1593 1217 16886 + 1 5041 TCONS_00017626 NA
XLOC_009323 scaffold_1593 7163 9832 . 1 2670 TCONS_00017627 NA
XLOC_009324 scaffold_1593 9938 11686 . 1 1749 TCONS_00017628 NA
XLOC_009325 scaffold_1594 2831 9639 + 1 5631 TCONS_00017629 NA
XLOC_009326 scaffold_1594 13097 19020 + 5 4529 TCONS_00017630 TCONS_00017631;TCONS_00017632;TCONS_00017633;TCONS_00017634
XLOC_009327 scaffold_1594 19318 22639 + 1 2970 TCONS_00017635 NA
XLOC_009328 scaffold_1594 23036 28621 + 4 4101 TCONS_00017636 TCONS_00017638;TCONS_00017637;TCONS_00017639
XLOC_009329 scaffold_1594 28794 35672 + 4 4414 TCONS_00017640 TCONS_00017641;TCONS_00017642;TCONS_00017643
XLOC_009330 scaffold_1594 37870 45456 + 2 4521 TCONS_00017644 TCONS_00017645
XLOC_009331 scaffold_1594 45832 79127 + 15 10510 TCONS_00017646 TCONS_00017647;TCONS_00017649;TCONS_00017648;TCONS_00017650;TCONS_00017651;TCONS_00017652;TCONS_00017653;TCONS_00017654;TCONS_00017655;TCONS_00017656;TCONS_00017657;TCONS_00017658;TCONS_00017659;TCONS_00017660
XLOC_009332 scaffold_1594 98850 102279 + 1 2280 TCONS_00017661 NA
XLOC_009333 scaffold_1594 104903 149742 + 17 8884 TCONS_00017662 TCONS_00017663;TCONS_00017665;TCONS_00017664;TCONS_00017667;TCONS_00017666;TCONS_00017669;TCONS_00017668;TCONS_00017670;TCONS_00017671;TCONS_00017672;TCONS_00017673;TCONS_00017674;TCONS_00017675;TCONS_00017676;TCONS_00017677;TCONS_00017678
XLOC_009334 scaffold_1594 149848 160837 + 4 1908 TCONS_00017679 TCONS_00017680;TCONS_00017681;TCONS_00017682
XLOC_009335 scaffold_1594 161248 164545 + 1 2016 TCONS_00017683 NA
XLOC_009336 scaffold_1594 202575 212696 + 2 1893 TCONS_00017684 TCONS_00017685
XLOC_009337 scaffold_1594 10285 13398 - 2 2062 TCONS_00017686 TCONS_00017687
XLOC_009338 scaffold_1594 20003 24197 - 2 3035 TCONS_00017688 TCONS_00017689
XLOC_009339 scaffold_1594 31373 35672 - 1 4053 TCONS_00017690 NA
XLOC_009340 scaffold_1594 35821 38605 - 3 2618 TCONS_00017691 TCONS_00017692;TCONS_00017693
XLOC_009341 scaffold_1594 74159 98705 - 5 15091 TCONS_00017694 TCONS_00017695;TCONS_00017697;TCONS_00017696;TCONS_00017698
XLOC_009342 scaffold_1594 101242 102985 - 1 1216 TCONS_00017699 NA
XLOC_009343 scaffold_1594 163228 175953 - 7 4388 TCONS_00017700 TCONS_00017701;TCONS_00017702;TCONS_00017704;TCONS_00017703;TCONS_00017705;TCONS_00017706
XLOC_009344 scaffold_1594 176287 180717 - 5 1977 TCONS_00017707 TCONS_00017708;TCONS_00017709;TCONS_00017710;TCONS_00017711
XLOC_009345 scaffold_1594 182968 198201 - 8 5259 TCONS_00017714 TCONS_00017713;TCONS_00017712;TCONS_00017715;TCONS_00017717;TCONS_00017716;TCONS_00017719;TCONS_00017718
XLOC_009346 scaffold_1594 198524 202223 - 2 3372 TCONS_00017720 TCONS_00017721
XLOC_009347 scaffold_1594 141939 142512 . 1 574 TCONS_00017722 NA
XLOC_009348 scaffold_1594 207713 209798 . 1 2086 TCONS_00017723 NA
XLOC_009349 scaffold_1595 591 17320 + 1 1563 TCONS_00017724 NA
XLOC_009350 scaffold_1595 14699 20957 - 1 3317 TCONS_00017725 NA
XLOC_009351 scaffold_1596 18326 36674 + 7 10058 TCONS_00017726 TCONS_00017727;TCONS_00017730;TCONS_00017729;TCONS_00017728;TCONS_00017731;TCONS_00017732
XLOC_009352 scaffold_1596 41856 47255 + 2 3985 TCONS_00017734 TCONS_00017733
XLOC_009353 scaffold_1596 45860 60048 - 7 2984 TCONS_00017735 TCONS_00017736;TCONS_00017741;TCONS_00017740;TCONS_00017739;TCONS_00017738;TCONS_00017737
XLOC_009354 scaffold_1596 36805 40903 . 1 4099 TCONS_00017742 NA
XLOC_009355 scaffold_1597 79 14015 + 14 4549 TCONS_00017743 TCONS_00017744;TCONS_00017746;TCONS_00017745;TCONS_00017747;TCONS_00017748;TCONS_00017749;TCONS_00017751;TCONS_00017750;TCONS_00017752;TCONS_00017754;TCONS_00017753;TCONS_00017755;TCONS_00017756
XLOC_009356 scaffold_1597 14201 24369 + 2 3846 TCONS_00017757 TCONS_00017758
XLOC_009357 scaffold_1597 24715 29985 + 3 3855 TCONS_00017759 TCONS_00017760;TCONS_00017761
XLOC_009358 scaffold_1597 30351 34000 + 7 2757 TCONS_00017762 TCONS_00017764;TCONS_00017763;TCONS_00017765;TCONS_00017766;TCONS_00017767;TCONS_00017768
XLOC_009359 scaffold_1597 34587 52059 + 4 6791 TCONS_00017769 TCONS_00017770;TCONS_00017771;TCONS_00017772
XLOC_009360 scaffold_1597 70562 73736 + 1 2394 TCONS_00017773 NA
XLOC_009361 scaffold_1597 73974 92542 + 16 10781 TCONS_00017774 TCONS_00017775;TCONS_00017780;TCONS_00017782;TCONS_00017783;TCONS_00017781;TCONS_00017779;TCONS_00017778;TCONS_00017777;TCONS_00017776;TCONS_00017785;TCONS_00017784;TCONS_00017786;TCONS_00017787;TCONS_00017788;TCONS_00017789
XLOC_009362 scaffold_1597 48083 70434 - 1 7451 TCONS_00017790 NA
XLOC_009363 scaffold_1597 90855 95478 - 1 3387 TCONS_00017791 NA
XLOC_009364 scaffold_1598 557 21697 - 2 14130 TCONS_00017792 TCONS_00017793
XLOC_009365 scaffold_1599 4 9340 - 11 6301 TCONS_00017794 TCONS_00017795;TCONS_00017798;TCONS_00017797;TCONS_00017796;TCONS_00017800;TCONS_00017799;TCONS_00017802;TCONS_00017801;TCONS_00017804;TCONS_00017803
XLOC_009366 scaffold_16 16611 37353 + 2 3436 TCONS_00017805 TCONS_00017806
XLOC_009367 scaffold_16 7223 37353 - 1 2062 TCONS_00017807 NA
XLOC_009368 scaffold_16 9411 10493 . 1 1083 TCONS_00017808 NA
XLOC_009369 scaffold_16 14147 15019 . 1 873 TCONS_00017809 NA
XLOC_009370 scaffold_16 37658 39650 . 1 1993 TCONS_00017810 NA
XLOC_009371 scaffold_16 43131 43779 . 1 649 TCONS_00017811 NA
XLOC_009372 scaffold_160 3460 41729 - 12 9517 TCONS_00017812 TCONS_00017814;TCONS_00017813;TCONS_00017815;TCONS_00017816;TCONS_00017820;TCONS_00017821;TCONS_00017819;TCONS_00017818;TCONS_00017817;TCONS_00017822;TCONS_00017823
XLOC_009373 scaffold_160 1 2057 . 1 2057 TCONS_00017824 NA
XLOC_009374 scaffold_160 2355 2964 . 1 610 TCONS_00017825 NA
XLOC_009375 scaffold_1600 57977 73142 + 4 4333 TCONS_00017826 TCONS_00017827;TCONS_00017828;TCONS_00017829
XLOC_009376 scaffold_1600 73283 76278 + 2 2217 TCONS_00017830 TCONS_00017831
XLOC_009377 scaffold_1600 3321 29052 - 8 10641 TCONS_00017832 TCONS_00017833;TCONS_00017835;TCONS_00017834;TCONS_00017836;TCONS_00017839;TCONS_00017838;TCONS_00017837
XLOC_009378 scaffold_1600 36543 74033 - 40 14630 TCONS_00017840 TCONS_00017841;TCONS_00017846;TCONS_00017848;TCONS_00017850;TCONS_00017852;TCONS_00017854;TCONS_00017853;TCONS_00017851;TCONS_00017849;TCONS_00017847;TCONS_00017845;TCONS_00017844;TCONS_00017843;TCONS_00017842;TCONS_00017855;TCONS_00017856;TCONS_00017857;TCONS_00017858;TCONS_00017866;TCONS_00017868;TCONS_00017869;TCONS_00017870;TCONS_00017871;TCONS_00017867;TCONS_00017862;TCONS_00017864;TCONS_00017865;TCONS_00017863;TCONS_00017861;TCONS_00017860;TCONS_00017859;TCONS_00017877;TCONS_00017878;TCONS_00017879;TCONS_00017875;TCONS_00017876;TCONS_00017874;TCONS_00017873;TCONS_00017872
XLOC_009379 scaffold_1600 42372 43484 . 1 1113 TCONS_00017880 NA
XLOC_009380 scaffold_1601 5833 149852 + 4 9243 TCONS_00017882 TCONS_00017881;TCONS_00017883;TCONS_00017884
XLOC_009381 scaffold_1601 90897 91778 . 1 882 TCONS_00017885 NA
XLOC_009382 scaffold_1601 91934 92471 . 1 538 TCONS_00017886 NA
XLOC_009383 scaffold_1601 135475 135797 . 1 323 TCONS_00017887 NA
XLOC_009384 scaffold_1602 664 3235 + 1 1636 TCONS_00017888 NA
XLOC_009385 scaffold_1602 51120 53727 + 1 2211 TCONS_00017889 NA
XLOC_009386 scaffold_1602 82722 86402 + 2 2593 TCONS_00017890 TCONS_00017891
XLOC_009387 scaffold_1602 3402 9304 - 2 3557 TCONS_00017892 TCONS_00017893
XLOC_009388 scaffold_1602 18956 50889 - 9 16997 TCONS_00017895 TCONS_00017894;TCONS_00017897;TCONS_00017896;TCONS_00017900;TCONS_00017901;TCONS_00017899;TCONS_00017898;TCONS_00017902
XLOC_009389 scaffold_1602 51461 54127 - 1 2202 TCONS_00017903 NA
XLOC_009390 scaffold_1602 58253 63044 - 2 1517 TCONS_00017904 TCONS_00017905
XLOC_009391 scaffold_1602 65703 80822 - 7 4594 TCONS_00017906 TCONS_00017907;TCONS_00017908;TCONS_00017909;TCONS_00017910;TCONS_00017912;TCONS_00017911
XLOC_009392 scaffold_1602 81724 82578 - 1 790 TCONS_00017913 NA
XLOC_009393 scaffold_1602 82982 85949 - 1 2681 TCONS_00017914 NA
XLOC_009394 scaffold_1603 12230 45383 + 8 7317 TCONS_00017915 TCONS_00017916;TCONS_00017917;TCONS_00017919;TCONS_00017918;TCONS_00017920;TCONS_00017921;TCONS_00017922
XLOC_009395 scaffold_1603 49833 52206 + 1 1465 TCONS_00017923 NA
XLOC_009396 scaffold_1603 53050 57047 + 1 3024 TCONS_00017924 NA
XLOC_009397 scaffold_1603 65531 68754 + 2 2188 TCONS_00017926 TCONS_00017925
XLOC_009398 scaffold_1603 69490 79034 + 1 8720 TCONS_00017927 NA
XLOC_009399 scaffold_1603 104307 115794 + 4 6203 TCONS_00017930 TCONS_00017929;TCONS_00017928;TCONS_00017931
XLOC_009400 scaffold_1603 134205 145561 + 8 5846 TCONS_00017932 TCONS_00017934;TCONS_00017933;TCONS_00017935;TCONS_00017938;TCONS_00017937;TCONS_00017936;TCONS_00017939
XLOC_009401 scaffold_1603 145887 153079 + 1 3955 TCONS_00017940 NA
XLOC_009402 scaffold_1603 1032 12962 - 10 7336 TCONS_00017941 TCONS_00017942;TCONS_00017943;TCONS_00017944;TCONS_00017946;TCONS_00017945;TCONS_00017947;TCONS_00017948;TCONS_00017950;TCONS_00017949
XLOC_009403 scaffold_1603 55104 65341 - 4 8435 TCONS_00017953 TCONS_00017952;TCONS_00017951;TCONS_00017954
XLOC_009404 scaffold_1603 72513 101181 - 4 10854 TCONS_00017956 TCONS_00017955;TCONS_00017957;TCONS_00017958
XLOC_009405 scaffold_1603 101427 104041 - 1 1570 TCONS_00017959 NA
XLOC_009406 scaffold_1603 115038 122440 - 2 4113 TCONS_00017960 TCONS_00017961
XLOC_009407 scaffold_1603 124240 134523 - 5 4755 TCONS_00017963 TCONS_00017962;TCONS_00017964;TCONS_00017965;TCONS_00017966
XLOC_009408 scaffold_1603 152645 155280 - 2 1589 TCONS_00017968 TCONS_00017967
XLOC_009409 scaffold_1603 158421 159825 . 1 1405 TCONS_00017969 NA
XLOC_009410 scaffold_1604 1213 31276 + 2 2569 TCONS_00017970 TCONS_00017971
XLOC_009411 scaffold_1604 31562 41764 + 6 3220 TCONS_00017972 TCONS_00017973;TCONS_00017974;TCONS_00017976;TCONS_00017975;TCONS_00017977
XLOC_009412 scaffold_1604 14898 15397 . 1 500 TCONS_00017978 NA
XLOC_009413 scaffold_1605 13268 35768 + 2 13330 TCONS_00017979 TCONS_00017980
XLOC_009414 scaffold_1605 40821 43002 + 1 1259 TCONS_00017981 NA
XLOC_009415 scaffold_1605 58075 77836 + 4 4052 TCONS_00017982 TCONS_00017983;TCONS_00017984;TCONS_00017985
XLOC_009416 scaffold_1605 3835 9300 - 2 929 TCONS_00017986 TCONS_00017987
XLOC_009417 scaffold_1605 31537 36576 - 6 4132 TCONS_00017988 TCONS_00017991;TCONS_00017990;TCONS_00017989;TCONS_00017992;TCONS_00017993
XLOC_009418 scaffold_1605 42385 55840 - 3 3251 TCONS_00017996 TCONS_00017995;TCONS_00017994
XLOC_009419 scaffold_1605 78968 98906 - 7 2820 TCONS_00017997 TCONS_00017998;TCONS_00018000;TCONS_00017999;TCONS_00018001;TCONS_00018003;TCONS_00018002
XLOC_009420 scaffold_1606 1147 29935 + 7 5561 TCONS_00018004 TCONS_00018005;TCONS_00018006;TCONS_00018007;TCONS_00018008;TCONS_00018009;TCONS_00018010
XLOC_009421 scaffold_1606 46213 59689 + 7 3822 TCONS_00018011 TCONS_00018012;TCONS_00018013;TCONS_00018014;TCONS_00018015;TCONS_00018016;TCONS_00018017
XLOC_009422 scaffold_1606 30409 39017 - 5 4384 TCONS_00018019 TCONS_00018018;TCONS_00018021;TCONS_00018020;TCONS_00018022
XLOC_009423 scaffold_1607 112 6393 + 8 6087 TCONS_00018023 TCONS_00018024;TCONS_00018025;TCONS_00018026;TCONS_00018027;TCONS_00018028;TCONS_00018029;TCONS_00018030
XLOC_009424 scaffold_1607 6495 26390 + 1 12493 TCONS_00018031 NA
XLOC_009425 scaffold_1607 34381 41678 + 3 2867 TCONS_00018032 TCONS_00018033;TCONS_00018034
XLOC_009426 scaffold_1607 19396 26390 - 1 4602 TCONS_00018035 NA
XLOC_009427 scaffold_1607 36685 36952 . 1 268 TCONS_00018036 NA
XLOC_009428 scaffold_1607 38223 39000 . 1 778 TCONS_00018037 NA
XLOC_009429 scaffold_1607 39177 39993 . 1 817 TCONS_00018038 NA
XLOC_009430 scaffold_1608 196 7669 + 1 2232 TCONS_00018039 NA
XLOC_009431 scaffold_1608 34071 36872 + 1 2512 TCONS_00018040 NA
XLOC_009432 scaffold_1608 2708 33505 - 1 6781 TCONS_00018041 NA
XLOC_009433 scaffold_1608 34975 57009 - 12 10782 TCONS_00018042 TCONS_00018043;TCONS_00018044;TCONS_00018045;TCONS_00018046;TCONS_00018048;TCONS_00018047;TCONS_00018049;TCONS_00018050;TCONS_00018051;TCONS_00018053;TCONS_00018052
XLOC_009434 scaffold_1608 12047 12666 . 1 620 TCONS_00018054 NA
XLOC_009435 scaffold_1609 10234 42049 + 5 2833 TCONS_00018055 TCONS_00018059;TCONS_00018058;TCONS_00018057;TCONS_00018056
XLOC_009436 scaffold_161 629 9964 - 2 1987 TCONS_00018060 TCONS_00018061
XLOC_009437 scaffold_161 11330 13883 - 3 1949 TCONS_00018062 TCONS_00018063;TCONS_00018064
XLOC_009438 scaffold_1610 164 3707 + 2 2866 TCONS_00018065 TCONS_00018066
XLOC_009439 scaffold_1610 19432 39029 + 7 9060 TCONS_00018068 TCONS_00018067;TCONS_00018072;TCONS_00018071;TCONS_00018070;TCONS_00018069;TCONS_00018073
XLOC_009440 scaffold_1610 39321 43000 + 1 2653 TCONS_00018074 NA
XLOC_009441 scaffold_1610 2563 19289 - 5 5908 TCONS_00018075 TCONS_00018076;TCONS_00018077;TCONS_00018078;TCONS_00018079
XLOC_009442 scaffold_1610 40448 46479 - 2 4245 TCONS_00018080 TCONS_00018081
